Date,sma_5,std_5,momentum_5,sma_10,std_10,momentum_10,sma_20,std_20,momentum_20,sma_50,std_50,momentum_50,sma_100,std_100,momentum_100
2021-02-16,48094.5171875,859.9156321309914,1290.5390625,46488.111328125,2943.115968919117,9933.859375,41045.17109375,6130.418954122102,18767.32421875,36971.0662890625,5781.284839727178,22115.0625,28273.675185546876,9869.834034787238,33720.3037109375
2021-02-17,49023.3484375,1919.3339210228908,4644.15625,47812.66796875,1970.0934185220801,13245.56640625,41979.3166015625,6334.7785805132025,18682.91015625,37466.7976953125,5999.1430439563865,24786.5703125,28641.842109375,10066.92092338309,36816.6923828125
2021-02-18,49938.2046875,1866.0919467653946,4574.28125,48361.001171875,2217.789017095313,5483.33203125,42847.487109375,6418.572542372189,17363.41015625,37923.5745703125,6195.238529256019,22838.84375,29005.7310546875,10235.709447560352,36388.89453125
2021-02-19,51372.3734375,3064.147774139031,7170.84375,49301.70390625,3136.5547209070955,9407.02734375,43928.417578125,6711.62448837119,21618.609375,38461.3028125,6561.073105627028,26886.412109375,29407.598984375,10493.726821140865,40186.79296875
2021-02-20,53003.265625,2951.964720498402,8154.4609375,50419.8375,3383.5320017512295,11181.3359375,45077.6755859375,6730.324738968817,22985.16015625,38995.81015625,6886.220809646904,26725.3671875,29805.8307421875,10743.041845928508,39823.17578125
2021-02-21,54671.28046875,2600.993458087209,8340.07421875,51382.898828125,3917.950507281593,9630.61328125,46277.8140625,6704.14849761983,24002.76953125,39504.0637109375,7294.635718023599,25412.677734375,30218.052109375,11007.868437502777,41222.13671875
2021-02-22,55082.94296875,2239.79560901434,2058.3125,52053.145703125,3750.5380797675416,6702.46875,47212.665625,6421.28475564958,18697.03125,39932.5696484375,7517.588715947146,21425.296875,30599.44392578125,11172.143637876987,38139.181640625
2021-02-23,54511.86875,3392.0400467440713,-2855.37109375,52225.03671875,3531.586780935368,1718.91015625,47780.282421875,6003.070433837759,11352.3359375,40269.6198828125,7531.167606183236,16852.51171875,30928.1323046875,11220.366759738377,32868.837890625
2021-02-24,53275.30859375,3859.6317853423525,-6182.80078125,52323.841015625,3435.0471761756276,988.04296875,48419.245703125,5440.716706017948,12779.265625,40583.8779296875,7591.4794222549845,15712.90234375,31258.02451171875,11283.081638385227,32989.220703125
2021-02-25,51474.175,4289.547253811335,-9005.66796875,52238.7203125,3563.745544658218,-851.20703125,48866.7228515625,4891.475873968108,8949.54296875,40789.2676953125,7626.529943029625,10269.48828125,31552.50896484375,11308.47680966477,29448.4453125
2021-02-26,49234.13828125,3085.47688059116,-11200.18359375,51952.709375,3930.615248934742,-2860.109375,49220.4103515625,4390.864737063336,7073.75,40928.6420703125,7663.669062309377,6968.71875,31837.8665234375,11318.074282279305,28535.755859375
2021-02-27,47630.36484375,1562.3606084664887,-8018.8671875,51356.65390625,4329.266321435696,-5960.5546875,49584.6609375,3744.5645960271886,7285.01171875,41036.4589453125,7699.624388095944,5390.84375,32121.58015625,11318.657858036986,28371.36328125
2021-02-28,46893.03359375,1719.9451802202802,-3686.65625,50702.451171875,4748.955572333607,-6542.02734375,49531.726171875,3802.024702179138,-1058.6953125,41134.1233984375,7720.445972812529,4883.22265625,32386.74470703125,11309.78942319964,26516.455078125
2021-03-01,46878.215625,1689.7123743542809,-74.08984375,50076.762109375,4388.299314122538,-6256.890625,49689.2330078125,3733.6301904328207,3150.13671875,41359.6194140625,7801.886353206736,11274.80078125,32696.6348046875,11353.849625731793,30989.009765625
2021-03-02,47135.24296875,1823.1851293282177,1285.13671875,49304.708984375,3858.0753198604707,-7720.53125,49862.2732421875,3577.8180932336004,3460.8046875,41615.8660546875,7818.126638677057,12812.33203125,32996.72466796875,11367.93232096287,30008.986328125
2021-03-03,47974.9390625,2275.8614675343656,4198.48046875,48604.538671875,2640.7660648112205,-7001.703125,49993.71875,3550.4800273550236,2628.91015625,41948.1716796875,7837.558394892571,16615.28125,33318.46587890625,11404.8539413776,32174.12109375
2021-03-04,48449.48203125,2045.9935763167855,2372.71484375,48039.9234375,1769.6711545748494,-5646.15234375,50046.5345703125,3519.22697638223,1056.31640625,42173.0678515625,7863.2286539637325,11244.80859375,33613.00291015625,11414.464888014654,29453.703125
2021-03-05,49207.3890625,885.0308363832311,3789.53515625,48050.211328125,1775.0294866588592,102.87890625,50137.6240234375,3462.2121695993355,1821.7890625,42367.8673828125,7908.269514537633,9739.9765625,33914.95474609375,11416.221209386655,30195.18359375
2021-03-06,49063.6171875,856.9048636165109,-718.859375,47970.91640625,1709.3730295306293,-792.94921875,50147.3787109375,3458.2723902965954,195.09375,42609.6076953125,7920.117840642733,12087.015625,34232.57234375,11386.893272226585,31761.759765625
2021-03-07,49629.1578125,1168.5475125481012,2827.703125,48382.200390625,1952.4075547678021,4112.83984375,50310.4603515625,3425.7025990219527,3261.6328125,42910.1787109375,7956.147663796203,15028.55078125,34573.555234375,11379.46453068379,34098.2890625
2021-03-08,49970.8140625,1650.9494695910294,1708.28125,48972.8765625,2149.405882286214,5906.76171875,50462.79296875,3441.420720161239,3046.65234375,43239.2836328125,7995.900825379227,16455.24609375,34918.846328125,11386.68849062211,34529.109375
2021-03-09,51223.40390625,2481.183141907983,6262.94921875,49836.44296875,2594.9961338779776,8635.6640625,50596.5484375,3560.3383400968537,2675.109375,43603.1644921875,8102.2714450263975,18194.04296875,35285.31265625,11432.068864806763,36646.6328125
2021-03-10,52639.653125,2838.213737532881,7081.24609375,50923.52109375,2683.4065971757104,10870.78125,50812.9861328125,3755.8628519862423,4328.75390625,44001.9394140625,8213.831481843165,19938.74609375,35649.1398046875,11507.364362395952,36382.71484375
2021-03-11,54418.20078125,2701.628462874662,8892.73828125,51740.908984375,3396.2600810458903,8173.87890625,50908.835546875,3913.3557062138484,1916.98828125,44447.0868359375,8348.323854092023,22257.37109375,36039.16103515625,11591.274749299224,39002.123046875
2021-03-12,55643.28046875,2228.679048499176,6125.3984375,52636.219140625,3586.304700946045,8953.1015625,50970.4640625,4007.9640378264144,1232.5703125,44977.2146484375,8307.18938014446,26506.390625,36420.471015625,11658.75744566784,38130.998046875
2021-03-13,57442.59296875,2423.8542035409014,8996.5625,53706.703515625,4396.608711576122,10704.84375,51155.62109375,4394.342969928779,3703.140625,45541.9611328125,8435.561663607363,28237.32421875,36838.447890625,11792.513696202923,41797.6875
2021-03-14,58338.2328125,2005.7155206137147,4478.19921875,54780.818359375,4311.079190054606,10741.1484375,51410.3708984375,4716.447033314215,5094.99609375,46086.654609375,8427.036053876183,27234.673828125,37244.4733984375,11860.469300717416,40602.55078125
2021-03-15,58317.9625,2035.437946603302,-101.3515625,55478.8078125,3791.831173180026,6979.89453125,51764.5095703125,4777.571771242119,7082.7734375,46559.011015625,8298.824783880036,23617.8203125,37612.0030859375,11863.67646611074,36752.96875
2021-03-16,58117.91875,2144.661264441727,-1000.21875,56268.059765625,3015.022678801164,7892.51953125,52119.4880859375,4879.192128988356,7099.5703125,47047.7812109375,8164.454069864629,24438.509765625,37986.6008984375,11872.466731196537,37459.78125
2021-03-17,58425.6796875,2113.891508615315,1538.8046875,57034.480078125,2518.742057652896,7664.203125,52708.340234375,4950.881528468947,11777.04296875,47573.802109375,8059.216815817352,26301.044921875,38383.39353515625,11901.00137717404,39679.263671875
2021-03-18,57748.846875,1411.3001453350691,-3384.1640625,57595.719921875,1876.812541361611,5612.3984375,53284.2982421875,4839.793800857536,11519.16015625,48122.329609375,7797.8473549759365,27426.375,38778.77130859375,11884.511418852548,39537.77734375
2021-03-19,57557.7140625,1196.7160727137477,-955.6640625,57947.9734375,1610.4906164491342,3522.53515625,53892.208203125,4661.904949311656,12158.19921875,48619.940703125,7635.664900930046,24880.5546875,39176.698671875,11866.659062288389,39792.736328125
2021-03-20,58039.003125,777.4241523294284,2406.4453125,58178.4828125,1459.9897115556832,2305.09375,54551.001953125,4274.542240897821,13175.875,49099.885859375,7470.6560856576925,23997.2578125,39577.1851953125,11829.52410560719,40048.65234375
2021-03-21,58182.70703125,514.0813345698992,718.51953125,58150.312890625,1470.6725609757225,-281.69921875,54945.6109375,4159.196753452604,7892.1796875,49564.963828125,7249.1038837464985,23253.8984375,39971.83037109375,11762.49944776631,39464.517578125
